rainpow.com,5,uncategorized,0,1,2,0,0,3,0,0,0,84345,1174,0,0,1368,0,0,0,2089,2694,0,0,4868,0,0,0,1,2,0,0,2,0,0,0,84345,1174,0,0,272,0,0,0,2089,2694,0,0,2585,0,0,14815,86887,7,3455,1101,2,5,0,0,0
kansascity.com,2,newsandmedia,270,146,5,0,8,118,10,0,1987020,7252532,456446,0,0,1190359,30233,0,701294,326269,9969,0,15667,140327,39889,0,267,144,5,0,8,116,10,0,1962512,7250212,456446,0,0,887995,30233,0,692557,323929,9969,0,15667,136262,39889,0,40915,10448907,765,959193,3113917,189,201,39,363612,39
whatchristianswanttoknow.com,4,religion,68,57,13,0,0,14,0,0,607109,4274748,229863,0,0,217385,0,0,404139,235856,43693,0,0,56420,0,0,68,57,12,0,0,13,0,0,607109,4274748,197640,0,0,156886,0,0,404139,235856,40740,0,0,55630,0,0,85724,5950140,180,225418,1751263,44,48,16,781176,16
wsj.net,2,newsandmedia,24,30,4,0,0,4,22,0,605602,4593934,1877644,0,0,908675,56762,0,374395,104726,5079,0,0,9126,56085,0,22,30,0,0,0,3,22,0,581261,4593934,0,0,0,3846,56762,0,370325,104726,0,0,0,7898,56085,0,65301,8042617,92,64051,725391,17,28,5,0,6
irs.gov,2,education,24,27,14,0,0,3,1,0,362678,1996912,349414,0,0,107924,92,0,107741,76227,20998,0,0,5867,3479,0,24,27,14,0,0,3,1,0,362678,1996912,349414,0,0,107924,92,0,107741,76227,20998,0,0,5867,3479,0,82937,2882221,72,75022,357496,9,11,2,65304,2
barilla.com,4,business,78,14,4,0,0,5,0,0,3696289,1134753,257117,0,0,159310,0,0,926229,73702,9479,0,0,24816,0,0,78,14,4,0,0,5,0,0,3696289,1134753,257117,0,0,159310,0,0,926229,73702,9479,0,0,24816,0,0,78440,5470488,105,95389,720679,17,19,2,327096,2
spoonforkbacon.com,5,foodandrecipes,177,79,18,0,0,27,0,0,3762371,2685850,132665,0,0,241539,0,0,225361,151442,50315,0,0,33938,0,0,177,79,18,0,0,26,0,0,3762371,2685850,132665,0,0,184612,0,0,225361,151442,50315,0,0,33229,0,0,105702,6896732,440,353675,860345,106,109,25,266741,25
wetwebmediaforum.com,3,uncategorized,32,3,3,0,0,1,0,0,768878,135917,28575,0,0,39928,0,0,291206,12521,8915,0,0,1472,0,0,32,3,3,0,0,0,0,0,768878,135917,28575,0,0,0,0,0,291206,12521,8915,0,0,0,0,0,51705,1042695,41,6575,35436,2,4,2,70060,2
diynetwork.com,4,entertainment,80,79,3,0,0,21,8,0,558950,3845886,983556,0,0,363780,12076,0,120361,142016,5701,0,0,26000,21235,0,78,78,2,0,0,19,8,0,492674,3845837,601857,0,0,179526,12076,0,112005,137907,4058,0,0,24896,21235,0,22798,5567262,259,156414,1991850,79,87,10,125471,10
calculator.net,4,education,30,40,2,0,0,21,0,0,53431,2174135,18096,0,0,283149,0,0,86431,143175,1759,0,0,101185,0,0,30,40,2,0,0,20,0,0,53431,2174135,18096,0,0,271111,0,0,86431,143175,1759,0,0,100636,0,0,20242,2687636,91,169785,953023,29,31,2,168256,2
pcpitstop.com,4,informationtech,75,19,16,0,0,5,1,0,3116268,1909648,780709,0,0,134903,92,0,212929,65631,46288,0,0,19447,2917,0,75,19,16,0,0,3,1,0,3116268,1909648,780709,0,0,19364,92,0,212929,65631,46288,0,0,10500,2917,0,87052,6809746,141,94196,579168,18,21,24,873208,24
